1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6000,0.0000,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3000,0.0000,0.0000
0.9962,0.0000,0.0872,-0.0000,0.0164,0.0011,0.5616,-0.0274,-0.0000,1.1786,-1.8277,0.6490,0.0273,0.0228,-0.0000,-1.0375,1.7943,-0.7569,-0.0229
